NQUEST,TIPOI,QUEST,NQUESTP,STUPCF,STUMCF,STUPCO,STUMCO,CITPCF,CITMCF,CITPCO,CITMCO,VITGEN,NGEN,FIGLI,NFIGLI,PARNOIT,ANCONV,CONTINT,NCOMP
951566,1,1,,3,3,2,2,1,1,2,2,1,3,2,,,2008,2,3
951595,1,1,,2,1,7,7,1,1,1,1,1,1,1,2,,1983,7,2
951597,1,1,,5,4,4,4,1,1,1,1,1,2,2,,,1999,6,6
951613,2,1,,2,2,2,2,1,1,1,1,2,,1,1,,1981,2,2
951620,2,1,,2,2,,,1,1,,,2,,1,1,2,,2,1
951621,1,1,,4,3,4,4,1,1,1,1,2,,1,1,,1970,2,2
951622,2,1,,3,3,,,1,1,,,2,,2,,,,3,1
951624,2,1,,2,2,2,2,1,1,1,1,2,,2,,,1980,2,2
951627,1,1,,3,2,3,3,1,1,1,1,2,,1,2,,1973,2,2
951630,2,1,,2,2,2,2,1,1,1,1,1,1,2,,,2000,2,4
951631,2,1,,2,2,2,2,1,1,1,1,1,2,1,1,,1992,2,4
951633,2,1,,4,4,,,1,1,,,2,,1,1,2,,4,1
951645,2,1,,3,3,3,3,1,1,1,1,1,1,1,1,,1995,2,2
951649,2,1,,3,3,,,1,1,,,1,2,2,,2,,2,2
951665,2,1,,4,4,1,1,1,1,1,1,1,2,2,,,1996,3,3
951685,2,1,,3,3,3,3,1,1,1,1,1,2,2,,,1991,3,4
951700,2,1,,3,3,3,2,1,1,1,1,1,3,2,,,2012,3,3
951701,2,1,,3,3,3,3,1,1,1,1,1,2,2,,,2006,2,4
951711,1,1,,3,3,3,3,1,1,1,1,1,4,2,,,2006,3,4
951712,2,1,,4,4,5,3,1,1,1,1,1,4,1,2,,2016,4,4
951714,2,1,,3,3,3,3,1,1,1,1,1,3,2,,,2007,2,3
951739,1,1,,5,4,4,5,1,1,2,2,1,4,2,,,2011,3,4
951748,2,1,,3,3,3,3,1,1,1,1,1,4,2,,,2003,2,4
951759,2,1,,4,3,,,1,1,,,1,2,2,,2,,3,1
951766,1,1,,2,2,,,1,1,,,2,,1,1,,,2,1
951773,2,1,,5,5,3,3,1,1,1,1,1,1,1,1,,2013,4,2
951793,2,1,,3,3,7,7,1,1,3,3,2,,2,,,2015,4,3
951799,1,1,,3,2,3,2,1,1,1,1,1,1,2,,,1990,2,2
951811,1,1,,2,2,2,2,1,1,1,1,1,2,1,2,,1981,4,2
951812,2,1,,3,2,2,2,1,1,1,1,1,1,2,,,1983,4,4
951814,2,1,,4,3,5,4,1,1,1,1,2,,1,1,,1979,2,3
951818,2,1,,4,4,3,3,1,1,1,1,1,4,2,,,2003,2,4
951820,2,1,,4,4,4,4,1,1,1,1,1,4,2,,,2012,3,2
951822,2,1,,3,3,2,2,1,1,1,1,1,2,2,,,2010,2,3
951842,1,1,,2,3,3,3,1,1,1,1,1,3,2,,,2001,1,6
951847,1,1,,4,4,3,3,1,1,1,1,1,2,1,1,,1997,5,3
951859,2,1,,7,7,7,7,1,1,2,1,1,2,1,3,,2010,2,2
951860,1,1,,4,3,4,3,1,1,1,1,1,3,2,,,1996,3,4
951865,2,1,,7,7,7,7,1,1,1,1,1,1,2,,,1990,6,5
951866,2,1,,4,2,5,5,1,1,1,1,1,4,2,,,2006,2,4
951870,2,1,,3,4,3,4,1,1,1,1,1,2,1,1,,1980,2,2
951875,1,1,,2,2,2,2,1,1,1,1,1,2,1,1,,1987,2,4
951877,1,1,,3,3,,,1,1,,,1,1,1,3,2,,2,1
951881,2,1,,1,1,2,1,1,1,1,1,1,4,2,,,1993,2,5
951883,1,1,,3,3,2,2,1,1,1,1,1,4,1,1,,1999,2,3
951885,2,1,,3,3,3,3,1,1,1,1,1,2,2,,,1998,2,4
951886,2,1,,2,2,2,2,1,1,1,1,1,3,2,,,2015,2,3
951891,2,1,,4,4,5,4,1,1,1,1,2,,1,3,,1978,3,2
951892,2,1,,2,2,2,2,1,1,1,1,1,2,1,1,,1983,6,2
951893,2,1,,2,2,5,3,1,1,1,1,1,1,2,,,1987,3,3
951895,2,1,,3,3,3,3,1,1,1,1,2,,1,1,,1983,3,3
951898,2,1,,5,5,7,7,1,1,3,3,1,2,2,,,2000,2,4
951917,1,1,,4,4,4,4,1,1,1,1,1,2,2,,,2009,2,4
951922,1,1,,4,3,4,3,1,1,1,1,2,,2,,,1972,1,2
951924,2,1,,4,4,4,3,1,1,1,1,1,2,2,,,2013,2,2
951935,2,1,,6,4,4,4,1,1,1,1,1,3,2,,,2020,3,2
951940,2,1,,2,2,2,2,1,1,1,1,1,2,2,,,1993,3,4
951942,2,1,,4,3,,,1,1,,,1,2,2,,2,,4,2
951944,2,1,,3,2,,,1,1,,,2,,1,1,2,,2,1
951955,2,1,,2,2,2,2,1,1,1,1,2,,1,3,,1975,3,4
951961,2,1,,4,3,3,3,1,1,1,1,1,1,2,,,2008,2,3
951962,2,1,,3,3,4,4,1,1,1,1,1,4,2,,,2012,2,2
951963,2,1,,4,4,3,3,1,1,1,1,1,4,2,,,2018,4,4
951978,1,1,,2,2,2,2,1,1,1,1,2,,1,2,,1976,4,2
951984,2,1,,1,1,3,3,1,1,1,1,2,,1,1,,1985,2,3
951986,2,1,,2,2,2,2,1,1,1,1,1,1,1,1,,2000,2,4
951994,2,1,,2,2,2,2,1,1,1,1,2,,2,,,1975,2,2
951995,1,1,,2,3,3,2,1,1,1,1,2,,2,,,1951,1,2
951996,2,1,,3,3,,,1,1,,,1,2,2,,2,,2,2
951997,1,1,,3,3,3,4,1,1,1,1,2,,2,,,1992,3,3
951998,2,1,,2,2,2,2,1,1,1,1,1,4,2,,,1994,2,4
952002,2,1,,3,3,3,3,1,1,1,1,1,4,2,,,2006,2,4
952004,2,1,,3,3,,,1,1,,,1,2,2,,2,,2,1
952007,2,1,,4,3,3,3,1,1,1,1,1,4,2,,,2020,2,2
952008,2,1,,4,3,3,3,1,1,1,1,1,2,2,,,1993,2,3
952009,2,1,,3,3,3,4,1,1,1,1,1,2,2,,,2017,2,3
952025,1,1,,4,3,2,2,1,1,1,1,1,1,1,1,,1989,1,3
952028,1,1,,4,4,4,4,1,1,1,1,2,,1,1,,1964,2,2
952040,2,1,,3,3,3,3,1,1,1,1,2,,2,,,1986,3,4
952045,2,1,,4,4,,,1,1,,,,,2,,2,,4,3
952055,1,1,,5,4,7,7,1,1,1,1,1,2,2,,,2008,4,3
952056,1,1,,5,5,,,1,1,,,2,,1,2,2,,3,1
952063,2,1,,7,4,4,4,1,1,1,1,2,,1,2,,1985,2,2
952070,2,1,,5,5,,,1,1,,,2,,1,2,,,2,1
952074,2,1,,3,3,4,4,1,1,1,1,1,2,2,,,2000,2,3
952098,2,1,,3,3,,,1,1,,,1,2,1,1,2,,3,1
952104,1,1,,4,4,,,1,1,,,1,1,1,1,2,,4,1
952110,1,1,,7,7,7,7,1,1,1,1,2,,1,3,,1980,4,2
952114,2,1,,2,2,2,2,1,1,1,1,1,4,1,2,,1984,2,2
952122,1,1,,4,4,3,5,1,1,1,1,1,1,2,,,1992,1,4
952133,1,1,,2,2,,,1,1,,,1,2,2,,2,,1,1
952143,2,1,,5,4,4,4,1,1,1,1,1,4,1,2,,2019,4,5
952156,2,1,,7,7,7,7,1,1,1,1,1,3,2,,,1995,2,4
952160,2,1,,4,4,3,3,1,1,1,1,2,,2,,,2003,2,2
952165,2,1,,2,3,,,1,1,,,1,1,2,,2,,2,2
952183,2,1,,2,2,2,2,1,1,1,1,1,3,2,,,1997,2,4
952189,2,1,,3,3,3,3,1,1,1,1,2,,2,,,2000,2,4
952222,1,1,,5,4,3,4,1,1,1,1,1,2,2,,,2002,1,4
952228,2,1,,3,2,4,4,1,1,1,1,1,3,2,,,1999,2,3
952255,2,1,,2,2,4,4,1,1,1,1,1,4,2,,,2002,4,4
952305,2,1,,2,2,,,1,1,,,2,,2,,2,,3,1
952337,2,1,,3,4,4,4,1,1,1,1,3,,2,,,2003,2,3
952394,2,1,,2,2,3,3,2,2,1,1,1,2,2,,,2001,2,4
952407,2,1,,4,3,,,2,2,,,1,2,1,3,2,,4,1
952414,1,1,,2,2,2,2,1,1,1,1,2,,1,1,,1971,2,3
952419,2,1,,4,4,4,3,1,1,1,1,1,4,2,,,2006,4,3
952424,2,1,,4,5,3,4,1,1,1,1,3,,2,,,2014,2,2
952425,1,1,,5,5,,,1,1,,,1,2,2,,2,,2,1
952430,1,1,,4,4,2,2,1,1,1,1,2,,2,,,2006,4,3
952442,2,1,,5,5,5,4,1,1,1,1,1,2,2,,,2012,3,4
952454,2,1,,4,4,7,4,1,1,1,1,1,3,2,,,2006,3,3
952469,2,1,,3,3,4,3,1,1,1,1,1,4,2,,,2006,2,4
952506,2,1,,7,7,7,7,3,3,3,3,1,3,2,,,2009,3,3
952519,2,1,,3,3,4,5,1,1,1,1,1,4,2,,,2013,3,2
952537,2,1,,3,3,3,3,1,1,1,1,1,2,1,1,,1988,2,3
952550,2,1,,4,3,7,7,1,1,1,1,1,3,2,,,2012,4,2
952553,2,1,,4,4,5,3,1,1,1,1,1,3,2,,,2007,7,3
952566,2,1,,3,3,,,1,1,,,1,1,2,,2,,2,1
952568,2,1,,2,2,,,2,2,,,1,1,2,,2,,4,2
952574,2,1,,3,4,,,1,1,,,2,,2,,2,,2,1
952595,2,1,,4,4,3,3,1,1,1,1,1,4,2,,,2008,2,4
952599,1,1,,4,4,,,1,1,,,1,2,2,,2,,1,1
952637,2,1,,4,4,7,7,1,1,2,2,1,4,2,,,2019,2,2
952645,2,1,,4,4,3,3,1,1,1,1,1,4,2,,,2014,2,2
952677,2,1,,2,2,2,2,1,1,1,1,1,4,2,,,1994,2,4
952682,2,1,,4,4,,,1,1,,,1,2,2,,2,,2,1
952701,1,1,,3,3,3,3,2,1,2,2,1,4,2,,,2002,2,5
952705,2,1,,4,4,3,3,1,1,1,1,1,2,2,,,2007,2,4
952717,1,1,,2,2,2,2,1,1,1,1,2,,1,4,,1967,2,2
952718,2,1,,3,3,,,1,1,,,1,1,1,1,2,,2,1
952721,2,1,,2,2,2,2,1,1,1,1,1,3,2,,,1997,2,4
952723,1,1,,2,3,2,4,1,1,1,1,2,,2,,,1998,2,4
952732,2,1,,2,2,2,2,1,1,1,1,2,,1,1,,1985,2,2
952735,2,1,,2,2,2,2,2,2,2,2,1,3,2,,,2011,2,5
952739,2,1,,2,3,3,3,1,1,1,1,1,2,2,,,2017,2,2
952767,2,1,,4,4,,,1,1,,,1,1,2,,2,,2,3
952778,1,1,,3,3,,,1,1,,,1,1,1,3,2,,1,1
952806,1,1,,4,4,4,4,1,1,1,1,1,1,1,3,,2011,1,2
952815,1,1,,5,5,4,4,1,1,1,1,1,4,2,,,2013,1,4
952819,2,1,,5,5,5,4,2,2,2,1,1,4,2,,,2009,2,3
952832,2,1,,3,3,,,1,1,,,2,,2,,2,,4,1
952850,1,1,,4,4,5,3,1,1,1,1,1,1,2,,,2006,6,4
952865,1,1,,7,7,7,7,3,3,3,3,3,,2,,,2013,1,3
952871,2,1,,7,7,7,7,3,3,3,3,3,,2,,,2009,2,4
952909,2,1,,1,2,4,4,1,1,1,1,1,4,2,,,2005,2,4
952917,2,1,,3,3,3,3,1,1,1,1,1,3,2,,,2003,2,4
952933,1,1,,3,3,5,3,1,1,1,1,1,4,2,,,2007,2,5
952955,1,1,,3,3,,,1,1,,,2,,2,,2,,3,1
952960,2,1,,3,3,3,3,1,1,1,1,1,3,2,,,2010,3,3
952968,2,1,,3,3,3,3,1,1,1,1,1,1,2,,,1997,2,5
952969,1,1,,2,2,,,1,1,,,2,,1,2,,,1,1
952974,1,1,,3,3,3,3,1,1,1,1,2,,2,,,1998,1,4
952978,1,1,,3,5,4,4,2,2,2,2,1,3,2,,,2011,1,4
952983,1,1,,3,2,,,1,1,,,1,1,2,,2,,1,1
952987,1,1,,3,3,5,4,1,1,2,2,1,3,1,1,,2005,1,4
952988,2,1,,4,3,4,3,1,1,1,1,1,4,2,,,2003,3,5
952991,1,1,,2,2,2,2,1,1,1,1,2,,1,4,,1964,2,2
952993,1,1,,2,2,2,2,1,1,1,1,2,,1,2,,1974,1,2
952996,1,1,,3,3,4,4,1,1,1,1,1,1,2,,,1991,3,3
952997,1,1,,2,2,,,1,1,,,2,,2,,,,1,1
952999,1,1,,3,3,,,1,1,,,1,2,2,,2,,1,2
953010,1,1,,3,3,,,1,1,,,1,1,2,,2,,1,1
953011,1,1,,3,4,4,5,1,1,1,1,1,4,2,,,2017,1,3
953013,1,1,,2,2,2,2,1,1,1,1,2,,1,1,,1974,1,4
953015,1,1,,2,2,2,2,1,1,1,2,1,1,2,,,1990,2,5
953016,1,1,,2,2,2,2,1,1,1,1,2,,1,2,,1971,2,3
953018,2,1,,3,3,3,3,1,1,1,1,1,4,2,,,2020,2,2
953021,1,1,,2,3,3,3,1,1,1,1,1,4,2,,,1995,3,2
953028,1,1,,2,3,2,2,1,1,1,1,1,4,2,,,2003,1,5
953030,1,1,,3,3,,,1,1,,,1,2,2,,2,,1,2
953034,1,1,,2,3,,,1,1,,,1,2,2,,2,,2,3
953037,1,1,,4,4,3,2,1,1,1,1,2,,2,,,1959,2,2
953042,1,1,,4,4,7,4,1,1,1,1,1,3,2,,,2004,3,3
953044,1,1,,4,3,4,4,1,1,1,1,1,3,2,,,2004,1,6
953050,1,1,,5,4,,,1,1,,,2,,1,2,2,,1,2
953051,2,1,,2,2,2,2,1,1,1,1,2,,1,3,,1957,2,2
953052,1,1,,2,2,2,4,1,1,1,1,2,,2,,,1978,3,2
953053,1,1,,7,4,5,5,1,1,1,2,1,4,2,,,2014,1,3
953057,2,1,,2,2,2,2,1,1,1,1,2,,1,2,,1970,2,2
953071,2,1,,3,3,3,3,1,1,1,1,1,4,2,,,1998,2,5
953075,1,1,,2,2,2,2,1,1,1,1,1,1,1,2,,1976,1,2
953078,1,1,,2,2,2,2,1,1,1,1,2,,1,2,,1970,1,2
953079,2,1,,2,2,2,2,1,1,1,1,2,,1,3,,1972,2,2
953080,1,1,,2,2,,,1,1,,,2,,1,1,2,,1,2
953083,2,1,,3,3,3,3,1,1,1,1,1,3,2,,,1997,2,4
953088,1,1,,3,3,,,1,1,,,2,,1,1,2,,1,1
953090,2,1,,2,2,2,2,1,1,1,1,1,1,2,,,2002,2,4
953093,2,1,,3,3,3,3,1,1,1,1,1,4,2,,,2005,2,5
953096,1,1,,3,3,3,3,1,1,1,1,1,4,2,,,2008,1,4
953099,2,1,,2,3,4,3,1,1,1,1,1,4,2,,,2009,2,4
953103,1,1,,3,3,3,3,2,2,2,2,1,2,2,,,2007,1,4
953105,1,1,,3,3,3,3,1,1,1,1,1,3,2,,,2012,1,4
953112,2,1,,4,4,,,1,1,,,1,2,2,,2,,5,1
953114,2,1,,7,7,4,4,1,1,1,1,1,4,2,,,2019,5,2
953116,1,1,,3,2,2,2,1,1,1,1,2,,1,2,,1981,1,2
953133,2,1,,3,3,3,3,1,1,1,1,2,,2,,,2011,2,2
953134,1,1,,3,3,2,3,1,1,1,1,1,4,1,1,,2019,1,2
953137,2,1,,3,3,3,3,1,1,1,1,1,2,2,,,1989,3,4
953150,2,1,,2,2,,,1,1,,,2,,2,,2,,2,1
953161,2,1,,5,5,3,3,1,1,1,1,2,,2,,,1980,2,4
953172,2,1,,2,2,2,2,1,1,1,1,1,3,2,,,1992,3,4
953173,2,1,,4,3,4,3,1,1,1,1,1,3,2,,,2001,4,4
953179,2,1,,3,2,,,1,1,,,1,1,2,,2,,9,1
953185,1,1,,3,3,3,3,1,1,1,1,1,4,2,,,2001,2,4
953200,1,1,,7,7,7,7,3,3,2,2,3,,2,,,2009,1,5
953202,2,1,,5,4,4,3,1,1,1,1,1,3,2,,,2007,2,3
953203,2,1,,5,4,3,2,1,1,1,1,1,3,2,,,1997,5,4
953205,2,1,,1,2,3,2,1,1,1,1,2,,1,1,,1974,2,2
953211,2,1,,5,5,3,3,1,1,1,1,1,3,2,,,2013,3,2
953216,1,1,,4,4,3,3,1,1,1,1,1,4,2,,,2013,2,4
953220,1,1,,4,4,3,3,1,1,1,2,1,4,2,,,2013,1,2
953222,1,1,,4,2,4,3,1,1,1,1,1,2,1,3,,1979,1,3
953224,2,1,,3,3,3,3,1,1,1,1,1,3,1,1,,1988,3,3
953225,1,1,,2,3,3,3,1,1,1,1,2,,2,,,1985,1,6
953227,2,1,,3,3,4,4,1,1,1,1,1,4,2,,,1994,2,5
953230,1,1,,3,3,3,2,1,1,2,2,1,2,2,,,2009,6,2
953232,2,1,,4,4,3,3,1,1,1,1,1,4,2,,,2018,3,2
953257,2,1,,3,3,,,1,1,,,1,1,2,,2,,3,4
953268,1,1,,2,2,,,1,1,,,2,,2,,2,,1,1
953279,1,1,,3,3,2,2,1,1,1,1,2,,1,2,,2000,2,4
953280,2,1,,1,1,3,3,1,1,1,1,2,,2,,,2007,2,4
953286,1,1,,1,1,,,1,1,,,2,,2,,2,,3,3
953287,1,1,,2,2,2,4,1,1,1,1,2,,1,2,,1972,1,2
953292,2,1,,3,4,3,3,1,1,1,1,1,3,2,,,2001,7,3
953296,2,1,,5,4,2,2,1,1,1,1,2,,1,2,,1987,5,2
953304,2,1,,4,4,,,1,1,,,2,,2,,2,,4,1
953306,2,1,,2,2,4,4,1,1,1,1,1,4,2,,,2006,3,3
953315,2,1,,5,5,5,5,1,1,1,1,2,,2,,,2007,3,4
953320,2,1,,3,3,3,3,1,1,1,1,1,4,2,,,2018,4,2
953325,1,1,,2,2,2,2,1,1,1,1,1,3,2,,,1993,4,4
953327,1,1,,2,3,2,2,1,1,1,1,2,,2,,,1996,9,5
953336,1,1,,2,2,2,2,1,1,1,1,1,3,2,,,2018,3,3
953340,2,1,,2,2,2,2,1,1,1,1,1,2,2,,,1999,5,4
953346,2,1,,2,2,2,2,1,1,1,1,1,2,1,2,,1985,4,2
953351,2,1,,1,1,1,1,1,1,1,1,2,,1,2,,1970,4,2
953358,2,1,,3,3,3,3,1,1,1,1,1,3,2,,,2012,2,4
953360,2,1,,2,2,2,2,1,1,1,1,1,4,2,,,1996,3,4
953365,2,1,,3,3,,,1,1,,,1,2,1,2,2,,4,1
953373,1,1,,4,4,5,3,1,1,1,1,1,1,1,2,,2010,1,2
953375,1,1,,4,4,7,7,1,1,1,1,2,,2,,,1987,4,4
953383,2,1,,3,3,,,1,1,,,1,2,2,,2,,4,2
953399,1,1,,5,4,5,5,1,1,1,1,1,3,2,,,1993,2,4
953400,2,1,,3,3,3,3,1,1,1,1,1,3,2,,,2012,3,3
953437,2,1,,3,3,3,3,1,1,1,1,1,4,2,,,2018,4,3
953441,2,1,,2,2,2,2,1,1,1,1,2,,1,2,,1966,2,2
953442,1,1,,2,1,3,3,1,1,1,1,1,1,1,1,,1999,2,2
953445,2,1,,4,4,3,3,1,1,2,2,1,4,2,,,2010,3,5
953449,2,1,,2,2,2,2,1,1,1,1,1,2,2,,,1995,2,2
953461,2,1,,3,3,3,3,1,1,1,1,1,3,2,,,2016,2,2
953468,2,1,,2,2,2,2,1,1,1,1,2,,1,1,,1976,3,3
953475,1,1,,2,2,3,2,1,1,1,1,1,2,2,,,2003,1,4
953476,2,1,,2,2,2,2,1,1,1,1,1,2,2,,,1999,2,4
953480,2,1,,2,2,2,2,1,1,1,1,1,1,1,3,,1994,2,2
953500,2,1,,2,2,2,2,1,1,1,1,1,1,1,2,,1977,4,2
953520,1,1,,3,2,3,4,1,1,1,1,2,,2,,,1994,2,5
953545,2,1,,2,4,4,4,1,2,1,1,1,3,2,,,2002,2,4
953550,2,1,,4,5,4,4,1,1,1,1,1,4,2,,,2011,2,4
953572,2,1,,2,2,2,2,1,1,1,1,1,1,2,,,1991,5,2
953585,1,1,,5,3,3,3,1,1,1,1,2,,1,1,,1967,2,2
953599,1,1,,3,3,4,4,1,1,1,1,2,,2,,,2019,2,2
953610,2,1,,2,2,2,2,1,1,1,1,1,2,2,,,1999,5,4
953621,1,1,,5,4,4,5,1,1,1,1,2,,2,,,1992,2,2
953623,2,1,,4,5,5,5,1,1,1,1,1,4,1,2,,2012,2,4
953624,2,1,,3,3,4,4,1,1,1,1,1,4,2,,,2017,3,2
953628,2,1,,4,4,4,3,1,1,1,1,1,4,2,,,1999,3,4
953647,2,1,,2,2,3,3,1,1,1,1,1,2,2,,,1997,2,4
953663,2,1,,2,2,,,1,1,,,,,2,,2,,2,3
953686,1,1,,3,3,3,3,1,1,1,1,2,,2,,,1974,2,3
953687,1,1,,4,3,3,3,1,1,1,1,1,2,2,,,1996,3,2
953692,2,1,,4,3,4,4,1,1,1,1,1,1,1,2,,1985,2,2
953699,2,1,,4,4,3,3,1,1,1,1,1,1,2,,,1998,3,4
953720,1,1,,4,4,,,1,1,,,2,,1,1,2,,1,1
953722,1,1,,2,2,,,1,1,,,2,,1,3,2,,1,2
953729,2,1,,2,2,4,4,1,1,1,1,2,,2,,,1979,,2
953733,2,1,,3,2,2,2,1,1,1,1,1,4,2,,,2011,2,4
953735,2,1,,2,2,2,2,1,1,1,1,2,,1,2,,1961,2,2
953771,2,1,,7,7,,,1,1,,,3,,2,,2,,2,2
953807,2,1,,7,7,7,7,1,1,1,1,3,,1,2,,1980,2,2
953809,2,1,,7,7,,,1,1,,,3,,1,1,,,2,4
953863,2,1,,7,7,7,7,1,1,1,1,2,,1,2,,1974,2,2
953864,2,1,,7,7,7,7,2,2,1,1,3,,1,2,,2011,2,3
953877,2,1,,3,4,,,1,1,,,1,2,2,,2,,2,1
953886,1,1,,3,2,2,2,1,1,1,1,2,,2,,,1989,2,4
953888,1,1,,3,3,4,4,1,1,1,1,1,4,2,,,2008,2,4
953890,1,1,,1,1,4,2,1,1,1,1,2,,1,1,,1962,1,7
953897,1,1,,3,4,3,3,1,1,1,1,1,3,2,,,2005,1,4
953898,1,1,,5,3,3,3,1,1,1,1,1,4,2,,,2008,1,4
953904,2,1,,4,4,3,3,2,2,2,2,1,4,2,,,2007,3,4
953920,2,1,,2,2,,,1,1,,,1,1,2,,2,,3,1
953947,1,1,,4,4,,,1,1,,,1,1,1,2,2,,2,3
953951,1,1,,2,2,2,2,1,1,1,1,1,2,1,1,,1990,3,4
953969,1,1,,1,1,2,2,1,1,1,1,2,,1,3,,1993,2,2
953975,1,1,,3,3,4,4,1,1,1,1,1,4,2,,,2010,1,4
953977,1,1,,2,2,,,1,1,,,2,,1,2,,,1,1
953981,1,1,,2,2,2,2,1,1,1,1,1,1,2,,,1998,4,3
953991,2,1,,2,2,,,1,1,,,2,,1,1,,,2,1
954005,1,1,,2,2,5,3,1,1,1,1,1,2,2,,,1995,1,4
954006,1,1,,3,2,4,4,1,1,1,1,1,3,2,,,2010,5,3
954007,2,1,,4,3,5,5,1,1,1,1,1,3,1,1,,2020,2,2
954018,1,1,,4,4,,,1,1,,,1,2,2,,2,,2,2
954032,1,1,,2,2,2,2,1,1,1,1,1,3,1,1,,1986,3,3
954036,1,1,,2,2,2,3,1,1,2,2,1,1,2,,,2001,1,3
954041,1,1,,4,4,3,3,1,1,1,1,1,4,2,,,2012,3,3
954063,2,1,,5,5,3,3,1,1,1,1,2,,1,2,,1986,2,2
954085,2,1,,2,3,3,3,1,1,1,1,1,2,1,1,,2008,2,2
954091,2,1,,5,5,,,1,1,,,2,,2,,2,,5,2
954094,1,1,,2,2,,,1,1,,,2,,1,1,2,,5,2
954121,1,1,,4,4,5,3,1,1,1,1,1,3,2,,,2005,2,4
954138,1,1,,3,2,2,2,1,1,1,1,1,4,2,,,2014,2,2
954139,2,1,,2,2,,,1,1,,,1,1,1,1,2,,6,1
954141,2,1,,3,4,4,3,1,1,1,1,1,3,1,1,,2012,2,2
954167,2,1,,3,3,3,3,1,1,1,1,1,4,1,2,,2008,2,4
954168,1,1,,2,2,2,2,1,1,1,1,2,,1,1,,1961,1,3
954169,1,1,,2,2,2,2,1,1,1,1,2,,1,1,,1986,4,4
954173,1,1,,5,5,4,4,1,1,1,1,1,4,2,,,1999,6,5
954179,1,1,,4,5,4,4,1,1,1,1,1,3,2,,,2006,2,3
954181,1,1,,4,4,4,3,1,1,1,1,1,3,2,,,2010,3,4
954186,1,1,,2,2,2,2,1,1,1,1,2,,2,,,1981,2,3
954189,1,1,,5,5,2,2,1,1,1,1,2,,2,,,1991,2,3
954196,1,1,,3,2,4,2,1,1,1,1,1,2,1,1,,2004,1,5
954200,1,1,,2,2,2,2,1,1,1,1,2,,2,,,1961,1,2
954206,1,1,,4,4,4,2,1,1,1,1,1,2,2,,,2007,2,4
954208,2,1,,2,2,2,2,1,1,1,1,1,4,2,,,2010,2,4
954240,2,1,,2,2,,,1,1,,,1,1,1,2,2,,2,2
954241,2,1,,4,3,,,1,1,,,2,,2,,2,,3,1
954243,1,1,,4,3,4,4,1,1,1,1,2,,1,2,,1977,2,2
954247,1,1,,3,3,2,2,1,1,1,1,1,2,2,,,1994,5,3
954249,1,1,,2,2,,,1,1,,,1,1,1,1,2,,4,1
954257,2,1,,2,2,,,1,1,,,1,1,1,1,2,,2,1
954258,2,1,,2,2,3,3,1,1,1,1,1,1,1,2,,1986,3,2
954267,1,1,,2,4,3,3,1,1,1,1,1,4,1,1,,1993,3,2
954274,1,1,,2,2,,,2,2,,,2,,2,,2,,2,1
954275,2,1,,4,3,3,3,1,1,1,1,1,4,2,,,2008,2,4
954324,2,1,,4,4,5,4,2,2,1,1,1,4,2,,,2018,2,3
954361,1,1,,3,3,3,3,1,1,1,1,1,4,2,,,2001,3,4
954364,1,1,,3,3,3,3,1,1,1,1,1,2,2,,,1999,2,4
954367,1,1,,2,2,2,2,1,1,1,1,1,4,1,2,,2012,1,2
954372,1,1,,5,5,2,4,1,1,1,1,1,3,2,,,1996,3,5
954433,2,1,,3,3,3,2,1,1,1,1,1,4,2,,,2000,2,3
954464,1,1,,4,4,,,1,1,,,1,2,2,,2,,1,1
954514,2,1,,1,1,1,1,1,1,1,1,1,1,1,2,,1985,4,2
954521,1,1,,2,2,4,3,1,1,1,1,2,,1,2,,1975,1,2
954528,1,1,,3,2,,,1,1,,,1,1,1,3,2,,3,1
954545,1,1,,2,2,2,2,1,1,1,1,1,2,1,2,,1980,2,2
954552,2,1,,2,2,,,1,1,,,1,1,1,1,2,,2,1
954554,2,1,,4,4,2,3,1,1,1,1,1,3,2,,,1987,2,5
954556,1,1,,2,2,,,1,1,,,2,,1,3,,,2,1
954574,1,1,,2,2,2,2,1,1,2,2,1,1,1,1,,2013,3,3
954610,1,1,,1,2,,,1,1,,,1,1,1,2,,,2,2
954613,1,1,,2,2,,,1,1,,,2,,2,,2,,2,1
954614,1,1,,2,2,2,2,1,1,1,1,1,1,2,,,1991,2,5
954615,1,1,,4,3,3,4,1,1,1,1,1,4,2,,,2001,2,4
954627,1,1,,2,2,,,1,1,,,2,,2,,2,,3,3
954629,2,1,,3,3,3,3,1,1,1,1,1,2,2,,,1988,3,4
954632,1,1,,3,4,,,1,1,,,,,2,,2,,2,3
954635,1,1,,2,3,,,2,2,,,1,1,1,2,2,,1,1
954640,1,1,,2,2,2,2,1,1,1,1,2,,1,2,,1970,1,2
954645,1,1,,3,3,5,5,1,1,1,1,1,4,2,,,2005,2,3
954714,1,1,,4,3,,,1,1,,,1,1,2,,2,,3,3
954721,2,1,,2,3,4,4,1,1,1,1,1,4,2,,,2013,2,4
954756,1,1,,2,2,2,2,1,1,1,1,2,,2,,,1981,2,2
954757,1,1,,3,2,4,2,1,1,1,1,1,2,1,2,,1985,3,4
954758,2,1,,5,5,3,3,1,1,1,1,1,2,2,,,1990,5,4
954763,2,1,,3,3,2,2,1,1,1,1,1,4,1,2,,2006,7,4
954764,1,1,,5,4,4,4,1,1,1,1,1,1,1,1,,1998,1,3
954775,1,1,,4,2,,,1,1,,,1,1,2,,2,,1,1
