NQUEST,Y,YL,YL1,YL2,YT,YTP,YTP1,YTP2,YTA,YTA1,YTA11,YTA12,YTA2,YTA3,YTA31,YTA32,YTA4,YTA5,YM,YC,YCA,YCA1,YCA2,YCF,YCF1,YCF2,YCF3,YCF4,CLY,CLY2
945223,44070.413643,0,0,0,16800,16800,16800,0,0,0,0,0,0,0,0,0,0,0,20000,7270.4136431,7200,0,7200,70.413643105,30.988702722,0,39.424940383,0,8,4
945224,4340,0,0,0,4340,0,0,0,4340,500,0,500,0,0,0,0,0,3840,0,0,0,0,0,0,0,0,0,0,1,1
945231,18380.142657,0,0,0,14160,14160,14160,0,0,0,0,0,0,0,0,0,0,0,0,4220.1426568,4200,0,4200,20.142656769,20.142656769,0,0,0,3,2
945245,60346.483054,0,0,0,55500,55500,55500,0,0,0,0,0,0,0,0,0,0,0,0,4846.4830541,4800,0,4800,46.483054083,46.483054083,0,0,0,9,5
945295,25253.227878,0,0,0,25200,25200,25200,0,0,0,0,0,0,0,0,0,0,0,0,53.227877893,0,0,0,53.227877893,53.227877893,0,0,0,5,3
945346,24018.692246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18000,6018.6922461,6000,0,6000,18.692246108,18.692246108,0,0,0,5,3
945349,20205.110464,8000,8000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8000,4205.1104636,4200,0,4200,5.1104636141,5.1104636141,0,0,0,4,2
945350,29000,29000,29000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3
945355,19115.494351,0,0,0,14300,14300,14300,0,0,0,0,0,0,0,0,0,0,0,0,4815.4943514,4800,0,4800,15.494351361,15.494351361,0,0,0,3,2
945357,12937.186443,0,0,0,8100,8100,8100,0,0,0,0,0,0,0,0,0,0,0,0,4837.1864433,4800,0,4800,37.186443267,37.186443267,0,0,0,2,1
945443,49826.163888,0,0,0,39000,39000,39000,0,0,0,0,0,0,0,0,0,0,0,0,10826.163888,12000,0,12000,-1173.836112,92.966108166,0,0,1266.8022204,8,4
945451,48708.594734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39000,9708.5947336,9600,0,9600,108.5947336,61.977405444,46.617328155,0,0,8,4
945456,48435.894113,24000,24000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12000,12435.894113,12000,0,12000,435.89411289,15.494351361,0,420.39976153,0,8,4
945461,14009.296611,14000,14000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.2966108166,0,0,0,9.2966108166,9.2966108166,0,0,0,2,1
945470,11141.549435,0,0,0,7540,7540,7540,0,0,0,0,0,0,0,0,0,0,0,0,3601.5494351,3600,0,3600,1.5494351361,1.5494351361,0,0,0,1,1
945473,140646.48305,18000,18000,0,10200,10200,10200,0,0,0,0,0,0,0,0,0,0,0,100000,12446.483054,12400,0,12400,46.483054083,46.483054083,0,0,0,10,5
945475,334729.66108,0,0,0,3800,3800,3800,0,0,0,0,0,0,0,0,0,0,0,300000,30929.661082,30000,0,30000,929.66108166,929.66108166,0,0,0,10,5
945485,17601.43387,0,0,0,8000,0,0,0,8000,0,0,0,0,8000,8000,0,0,0,0,9601.4338702,9600,0,9600,1.433870171,1.433870171,0,0,0,3,2
945490,168843.38418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,160000,8843.3841838,8800,0,8800,43.384183811,43.384183811,0,0,0,10,5
945497,6572.7471757,0,0,0,6565,6565,6565,0,0,0,0,0,0,0,0,0,0,0,0,7.7471756805,0,0,0,7.7471756805,7.7471756805,0,0,0,1,1
945498,47208.46046,0,0,0,29100,41100,41100,0,-12000,0,0,0,0,-12000,0,12000,0,0,0,18108.46046,18000,0,18000,108.46045953,108.46045953,0,0,0,8,4
945500,36148.196957,31200,31200,0,-200,0,0,0,-200,0,0,0,0,-200,0,200,0,0,0,5148.1969571,5120.3071247,0,5120.3071247,27.88983245,27.88983245,0,0,0,7,4
945501,52064.526532,48680,47000,1680,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3384.5265315,4800,0,4800,-1415.473468,6.1977405444,0,13.798729134,1435.4699382,9,5
945503,24402.479096,9600,9600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8000,6802.4790962,6800,0,6800,2.4790962178,2.4790962178,0,0,0,5,3
945506,16014.56469,0,0,0,1800,0,0,0,1800,600,0,600,0,0,0,0,1200,0,8000,6214.5646903,6200,0,6200,14.564690279,14.564690279,0,0,0,3,2
945532,505197.31182,0,0,0,104574,104574,104574,0,0,0,0,0,0,0,0,0,0,0,120000,280623.31182,193000,0,193000,87623.311825,52010.113692,0,35613.198133,0,10,5
945536,21754.943514,0,0,0,15600,15600,15600,0,0,0,0,0,0,0,0,0,0,0,0,6154.9435136,6000,0,6000,154.94351361,154.94351361,0,0,0,4,2
945539,54281.586165,45850,45000,850,2500,0,0,0,2500,2500,2500,0,0,0,0,0,0,0,0,5931.5861654,4800,0,4800,1131.5861654,164.24012443,0,967.34604093,0,9,5
945598,14845.34419,0,0,0,9360,9360,9360,0,0,0,0,0,0,0,0,0,0,0,0,5485.3441899,5458.2918408,0,5458.2918408,27.052349155,27.052349155,0,0,0,2,1
945648,27491.494351,0,0,0,21476,21476,21476,0,0,0,0,0,0,0,0,0,0,0,0,6015.4943514,6000,0,6000,15.494351361,15.494351361,0,0,0,5,3
945650,12365.494351,0,0,0,8750,9750,9750,0,-1000,0,0,0,0,-1000,0,1000,0,0,0,3615.4943514,3600,0,3600,15.494351361,15.494351361,0,0,0,2,1
945670,42154.943514,0,0,0,36400,36400,36400,0,0,0,0,0,0,0,0,0,0,0,0,5754.9435136,5600,0,5600,154.94351361,154.94351361,0,0,0,8,4
945674,42446.483054,36400,36400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6046.4830541,6000,0,6000,46.483054083,46.483054083,0,0,0,8,4
945680,27610.133902,24000,24000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3610.1339022,3600,0,3600,10.133902244,10.133902244,0,0,0,5,3
945684,27495.494351,18480,18200,280,2000,0,0,0,2000,0,0,0,2000,0,0,0,0,0,0,7015.4943514,7000,0,7000,15.494351361,15.494351361,0,0,0,5,3
945690,40024.790962,34000,34000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6024.7909622,6000,0,6000,24.790962178,24.790962178,0,0,0,7,4
945734,253730.98962,39000,39000,0,90000,91000,91000,0,-1000,0,0,0,0,-1000,0,1000,0,0,0,124730.98962,120500,0,120500,4230.9896177,92.966108166,0,4138.0235096,0,10,5
945735,34552.680795,19500,19500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15000,52.680794628,0,0,0,52.680794628,52.680794628,0,0,0,7,4
945738,177231.27594,167000,164000,3000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10231.275943,9600,0,9600,631.27594255,111.5593298,46.617328155,473.09928459,0,10,5
945739,45621.124489,19500,19500,0,2600,0,0,0,2600,0,0,0,0,0,0,0,2600,0,18000,5521.1244888,5400,0,5400,121.12448876,27.88983245,93.234656311,0,0,8,4
945752,18480.988703,0,0,0,15450,15450,15450,0,0,0,0,0,0,0,0,0,0,0,0,3030.9887027,3000,0,3000,30.988702722,30.988702722,0,0,0,3,2
945760,43892.966108,22000,22000,0,18200,18200,18200,0,0,0,0,0,0,0,0,0,0,0,0,3692.9661082,3600,0,3600,92.966108166,92.966108166,0,0,0,8,4
945762,18691.977405,0,0,0,15630,15730,15730,0,-100,0,0,0,0,-100,0,100,0,0,0,3061.9774054,3000,0,3000,61.977405444,61.977405444,0,0,0,3,2
945764,31141.334283,22500,22500,0,8500,0,0,0,8500,6000,0,6000,0,0,0,0,2500,0,0,141.33428257,0,0,0,141.33428257,24.790962178,116.54332039,0,0,6,3
945767,22363.812154,0,0,0,22260,0,0,0,22260,7500,0,7500,0,6000,6000,0,0,8760,0,103.81215412,0,0,0,103.81215412,103.81215412,0,0,0,4,2
945771,40059.091353,0,0,0,-1800,0,0,0,-1800,0,0,0,0,-4800,0,4800,3000,0,32000,9859.0913529,9600,0,9600,259.09135291,142.54803252,116.54332039,0,0,7,4
945779,45984.394608,24000,24000,0,2200,0,0,0,2200,0,0,0,1700,0,0,0,500,0,5500,14284.394608,14400,0,14400,-115.6053924,68.175145989,0,31.539952306,215.32049072,8,4
945781,29673.079873,22960,22750,210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6713.079873,7200,0,7200,-486.920127,15.494351361,0,0,502.41447836,6,3
945784,35157.3291,24500,24500,0,5800,0,0,0,5800,0,0,0,2800,0,0,0,3000,0,0,4857.3291,4800,0,4800,57.329100036,57.329100036,0,0,0,7,4
945786,162565.17294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150000,12565.172941,10400,800,9600,2165.1729409,92.966108166,1165.4332039,906.77362881,0,10,5
945791,45505.779665,20850,19650,1200,600,0,0,0,600,600,0,600,0,0,0,0,0,0,18000,6055.7796649,6000,0,6000,55.7796649,55.7796649,0,0,0,8,4
945796,15421.692092,0,0,0,10600,0,0,0,10600,9200,0,9200,0,0,0,0,1400,0,0,4821.6920919,4800,0,4800,21.692091905,21.692091905,0,0,0,2,1
945797,133244.93661,111000,111000,0,6500,0,0,0,6500,500,0,500,0,0,0,0,6000,0,0,15744.936608,14800,7000,7800,944.93660791,68.175145989,233.08664078,643.67482115,0,10,5
945808,34475.796942,30600,29000,1600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3875.7969416,5600,0,5600,-1724.203058,55.7796649,0,0,1779.9827233,7,4
945812,62211.117032,37700,37700,0,5850,5850,5850,0,0,0,0,0,0,0,0,0,0,0,6000,12661.117032,12600,0,12600,61.117032288,21.692091905,0,39.424940383,0,9,5
945871,22001.239548,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15000,7001.2395481,7000,0,7000,1.2395481089,1.2395481089,0,0,0,4,2
945872,32403.09887,30000,30000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2403.0988703,2400,0,2400,3.0988702722,3.0988702722,0,0,0,6,3
945886,59606.189283,54000,54000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5606.1892831,5500,0,5500,106.18928313,93.539286078,0,12.649997055,0,9,5
945922,8401.5494351,0,0,0,7200,7200,7200,0,0,0,0,0,0,0,0,0,0,0,0,1201.5494351,1200,0,1200,1.5494351361,1.5494351361,0,0,0,1,1
945946,8400.309887,8400,8400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3098870272,0,0,0,0.3098870272,0.3098870272,0,0,0,1,1
945949,19715.923253,15000,15000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4715.9232534,4712.8243831,0,4712.8243831,3.0988702722,3.0988702722,0,0,0,3,2
945951,26006.197741,26000,26000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.1977405444,0,0,0,6.1977405444,6.1977405444,0,0,0,5,3
945954,38400,0,0,0,30000,30000,30000,0,0,0,0,0,0,0,0,0,0,0,0,8400,8400,0,8400,0,0,0,0,0,7,4
945984,30006.549606,18000,18000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12006.549606,12000,0,12000,6.5496057984,6.5496057984,0,0,0,6,3
945993,9510.846046,9018.9873418,9018.987,0,481.01265823,0,0,0,481.01265823,481.01265823,481.01265823,0,0,0,0,0,0,0,0,10.846045953,0,0,0,10.846045953,10.846045953,0,0,0,1,1
946015,65637.918687,0,0,0,36400,36400,36400,0,0,0,0,0,0,0,0,0,0,0,9000,20237.918687,20200,14300,5900,37.918686637,37.918686637,0,0,0,9,5
946040,29687.927608,26200,26200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3487.9276082,6000,0,6000,-2512.072392,0,0,0,2512.0723918,6,3
946046,50.985530898,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50.985530898,0,0,0,50.985530898,50.985530898,0,0,0,1,1
946048,186078.68651,0,0,0,2400,0,0,0,2400,0,0,0,0,0,0,0,2400,0,82000,101678.68651,107600,98000,9600,-5921.313495,0,0,0,5921.3134949,10,5
946070,53930.988703,0,0,0,45500,45500,45500,0,0,0,0,0,0,0,0,0,0,0,0,8430.9887027,8400,0,8400,30.988702722,30.988702722,0,0,0,9,5
946077,61027.65106,0,0,0,31850,31850,31850,0,0,0,0,0,0,0,0,0,0,0,0,29177.65106,28600,7000,21600,577.65106018,78.401417887,0,499.2496423,0,9,5
946078,16630.988703,0,0,0,13000,13000,13000,0,0,0,0,0,0,0,0,0,0,0,0,3630.9887027,3600,0,3600,30.988702722,30.988702722,0,0,0,3,2
946080,198838.38915,20000,20000,0,148460,148460,148460,0,0,0,0,0,0,0,0,0,0,0,0,30378.38915,29200,0,29200,1178.3891499,1141.6111499,0,36.778,0,10,5
946081,6501.5494351,0,0,0,6500,6500,6500,0,0,0,0,0,0,0,0,0,0,0,0,1.5494351361,0,0,0,1.5494351361,1.5494351361,0,0,0,1,1
946087,149730.27294,0,0,0,135200,135200,135200,0,0,0,0,0,0,0,0,0,0,0,0,14530.272944,14500,0,14500,30.272944414,30.272944414,0,0,0,10,5
946091,7200,0,0,0,7200,0,0,0,7200,0,0,0,0,0,0,0,0,7200,0,0,0,0,0,0,0,0,0,0,1,1
946096,145337.6173,0,0,0,98150,98150,98150,0,0,0,0,0,0,0,0,0,0,0,0,47187.617296,47000,5000,42000,187.61729556,187.61729556,0,0,0,10,5
946108,13443.09887,0,0,0,7440,7440,7440,0,0,0,0,0,0,0,0,0,0,0,0,6003.0988703,6000,0,6000,3.0988702722,3.0988702722,0,0,0,2,1
946123,7580,0,0,0,1580,0,0,0,1580,800,0,800,0,0,0,0,780,0,0,6000,6000,0,6000,0,0,0,0,0,1,1
946127,11048.965547,0,0,0,11040,11040,11040,0,0,0,0,0,0,0,0,0,0,0,0,8.9655472326,0,0,0,8.9655472326,8.9655472326,0,0,0,1,1
946144,39347.849665,0,0,0,27300,27300,27300,0,0,0,0,0,0,0,0,0,0,0,0,12047.849665,12000,0,12000,47.849664883,47.849664883,0,0,0,7,4
946145,21930.988703,0,0,0,14700,24700,24700,0,-10000,0,0,0,0,-10000,0,10000,0,0,0,7230.9887027,7200,0,7200,30.988702722,30.988702722,0,0,0,4,2
946147,9000,0,0,0,8400,0,0,0,8400,0,0,0,0,0,0,0,0,8400,0,600,600,0,600,0,0,0,0,0,1,1
946157,21603.09887,0,0,0,15600,15600,15600,0,0,0,0,0,0,0,0,0,0,0,0,6003.0988703,6000,0,6000,3.0988702722,3.0988702722,0,0,0,4,2
946179,17400,0,0,0,17400,0,0,0,17400,9000,0,9000,0,0,0,0,0,8400,0,0,0,0,0,0,0,0,0,0,3,2
946183,51177.985515,0,0,0,39000,39000,39000,0,0,0,0,0,0,0,0,0,0,0,0,12177.985515,11700,1000,10700,477.98551504,40.285313539,0,437.7002015,0,9,5
946213,12606.197741,0,0,0,7800,7800,7800,0,0,0,0,0,0,0,0,0,0,0,0,4806.1977405,4800,0,4800,6.1977405444,6.1977405444,0,0,0,2,1
946222,55126.264907,0,0,0,45500,45500,45500,0,0,0,0,0,0,0,0,0,0,0,0,9626.264907,9600,0,9600,26.264906982,26.264906982,0,0,0,9,5
946224,141321.28191,0,0,0,9100,9100,9100,0,0,0,0,0,0,0,0,0,0,0,0,132221.28191,116800,75000,41800,15421.28191,30.988702722,0,15390.293207,0,10,5
946225,25815.494351,10000,10000,0,10400,10400,10400,0,0,0,0,0,0,0,0,0,0,0,0,5415.4943514,5400,0,5400,15.494351361,15.494351361,0,0,0,5,3
946236,34636.278573,0,0,0,21000,21000,21000,0,0,0,0,0,0,0,0,0,0,0,0,13636.278573,12100,0,12100,1536.2785729,1536.2785729,0,0,0,7,4
946242,15071.953179,0,0,0,9960,9960,9960,0,0,0,0,0,0,0,0,0,0,0,0,5111.9531791,5100,0,5100,11.9531791,11.9531791,0,0,0,2,1
946252,98212.773258,0,0,0,50050,50050,50050,0,0,0,0,0,0,0,0,0,0,0,0,48162.773258,47400,27000,20400,762.77325773,263.40397314,0,499.36928459,0,10,5
946256,11300.229894,0,0,0,6500,6500,6500,0,0,0,0,0,0,0,0,0,0,0,0,4800.2298939,4800,0,4800,0.2298938922,0.2298938922,0,0,0,1,1
946263,17565.898846,6000,6000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8000,3565.8988457,6000,0,6000,-2434.101154,6.1977405444,0,0,2440.2988949,3,2
946274,33200,0,0,0,26000,26000,26000,0,0,0,0,0,0,0,0,0,0,0,0,7200,7200,0,7200,0,0,0,0,0,6,3
946284,11885.09887,0,0,0,11882,8450,8450,0,3432,0,0,0,0,0,0,0,0,3432,0,3.0988702722,0,0,0,3.0988702722,3.0988702722,0,0,0,2,1
946285,27626.732791,0,0,0,18000,18000,18000,0,0,0,0,0,0,0,0,0,0,0,0,9626.7327912,9600,0,9600,26.732791165,26.732791165,0,0,0,5,3
946295,62046.483054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50000,12046.483054,12000,0,12000,46.483054083,46.483054083,0,0,0,9,5
946299,6110,0,0,0,6110,6110,6110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
946301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
946318,20015.494351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20000,15.494351361,0,0,0,15.494351361,15.494351361,0,0,0,3,2
946330,55244.351227,0,0,0,34240,32240,32240,0,2000,0,0,0,0,0,0,0,2000,0,15000,6004.3512268,6000,0,6000,4.3512267904,4.3512267904,0,0,0,9,5
946345,11051.474785,0,0,0,11040,11040,11040,0,0,0,0,0,0,0,0,0,0,0,0,11.474784599,0,0,0,11.474784599,11.474784599,0,0,0,1,1
946367,52583.133643,0,0,0,43300,43300,43300,0,0,0,0,0,0,0,0,0,0,0,0,9283.1336427,9200,0,9200,83.133642721,83.133642721,0,0,0,9,5
946377,100644.05867,0,0,0,91000,91000,91000,0,0,0,0,0,0,0,0,0,0,0,0,9644.0586662,9600,0,9600,44.058666244,44.058666244,0,0,0,10,5
946379,61785.374952,0,0,0,52000,52000,52000,0,0,0,0,0,0,0,0,0,0,0,0,9785.3749518,10800,0,10800,-1014.625048,61.977405444,0,0,1076.6024536,9,5
946391,82923.954811,50000,50000,0,20800,20800,20800,0,0,0,0,0,0,0,0,0,0,0,0,12123.954811,12000,0,12000,123.95481089,123.95481089,0,0,0,10,5
946415,68276.245117,0,0,0,55100,61100,61100,0,-6000,0,0,0,0,-6000,0,6000,0,0,0,13176.245117,12900,4500,8400,276.24511694,202.30612747,72.994070392,0.9449190766,0,9,5
946416,73623.954811,16000,16000,0,45500,45500,45500,0,0,0,0,0,0,0,0,0,0,0,0,12123.954811,12000,0,12000,123.95481089,123.95481089,0,0,0,10,5
946421,72615.494351,0,0,0,54600,54600,54600,0,0,0,0,0,0,0,0,0,0,0,0,18015.494351,18000,0,18000,15.494351361,15.494351361,0,0,0,10,5
946426,13030.988703,0,0,0,13000,13000,13000,0,0,0,0,0,0,0,0,0,0,0,0,30.988702722,0,0,0,30.988702722,30.988702722,0,0,0,2,1
946432,40787.196338,0,0,0,32240,32240,32240,0,0,0,0,0,0,0,0,0,0,0,0,8547.1963379,8400,0,8400,147.19633793,147.19633793,0,0,0,7,4
946433,122154.94351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110000,12154.943514,12000,0,12000,154.94351361,154.94351361,0,0,0,10,5
946437,55249.249918,0,0,0,42000,42000,42000,0,0,0,0,0,0,0,0,0,0,0,0,13249.249918,13200,0,13200,49.249917812,49.249917812,0,0,0,9,5
946441,22244.073246,11000,11000,0,4000,0,0,0,4000,4000,0,4000,0,0,0,0,0,0,0,7244.0732458,7200,0,7200,44.073245791,4.6483054083,0,39.424940383,0,4,2
946448,144605.87325,12000,12000,0,107600,106600,106600,0,1000,0,0,0,0,0,0,0,1000,0,14000,11005.873251,11600,0,11600,-594.1267495,188.30533267,0,78.849880766,861.2819629,10,5
946453,11771,0,0,0,11771,8411,8411,0,3360,0,0,0,0,0,0,0,0,3360,0,0,0,0,0,0,0,0,0,0,2,1
946455,75442.966108,0,0,0,41350,41350,41350,0,0,0,0,0,0,0,0,0,0,0,10000,24092.966108,24000,0,24000,92.966108166,92.966108166,0,0,0,10,5
946462,72985.932216,0,0,0,20800,20800,20800,0,0,0,0,0,0,0,0,0,0,0,40000,12185.932216,12000,0,12000,185.93221633,185.93221633,0,0,0,10,5
946474,7200,0,0,0,6000,0,0,0,6000,0,0,0,0,0,0,0,0,6000,0,1200,1200,0,1200,0,0,0,0,0,1,1
946477,89367.85253,80000,80000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9367.8525296,12000,0,12000,-2632.14747,123.95481089,0,0,2756.1022813,10,5
946483,19082.127445,0,0,0,13000,13000,13000,0,0,0,0,0,0,0,0,0,0,0,0,6082.1274451,6000,0,6000,82.127445071,82.127445071,0,0,0,3,2
946486,67092.966108,0,0,0,57400,57400,57400,0,0,0,0,0,0,0,0,0,0,0,0,9692.9661082,9600,0,9600,92.966108166,92.966108166,0,0,0,9,5
946487,420064.83054,0,0,0,-10000,0,0,0,-10000,0,0,0,0,-10000,0,10000,0,0,420000,10064.830541,9600,0,9600,464.83054083,464.83054083,0,0,0,10,5
946490,135685.93222,0,0,0,123500,123500,123500,0,0,0,0,0,0,0,0,0,0,0,0,12185.932216,12000,0,12000,185.93221633,185.93221633,0,0,0,10,5
946495,70116.46046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60000,10116.46046,10008,0,10008,108.46045953,108.46045953,0,0,0,9,5
946499,79771.692092,0,0,0,61750,61750,61750,0,0,0,0,0,0,0,0,0,0,0,0,18021.692092,18000,0,18000,21.692091905,21.692091905,0,0,0,10,5
946502,53615.494351,0,0,0,41600,41600,41600,0,0,0,0,0,0,0,0,0,0,0,0,12015.494351,12000,0,12000,15.494351361,15.494351361,0,0,0,9,5
946528,9800.487613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5000,4800.487613,4800,0,4800,0.4876130029,0.4876130029,0,0,0,1,1
946538,25800,25800,25800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3
946546,12000,0,0,0,12000,0,0,0,12000,0,0,0,0,0,0,0,0,12000,0,0,0,0,0,0,0,0,0,0,2,1
946557,192359.32216,0,0,0,172500,172500,172500,0,0,0,0,0,0,0,0,0,0,0,0,19859.322163,18000,0,18000,1859.3221633,1859.3221633,0,0,0,10,5
946581,171364.24755,95400,94000,1400,45000,45000,45000,0,0,0,0,0,0,0,0,0,0,0,0,30964.247551,30825.08432,4500,26325.08432,139.16323079,139.16323079,0,0,0,10,5
946587,13013.104574,0,0,0,7680,6000,6000,0,1680,0,0,0,0,0,0,0,0,1680,0,5333.1045738,5331.6179439,0,5331.6179439,1.4866299125,1.4866299125,0,0,0,2,1
946604,52917.74034,0,0,0,44850,44850,44850,0,0,0,0,0,0,0,0,0,0,0,0,8067.7403405,9900,0,9900,-1832.25966,65.076275716,4.6617328155,0,1901.9976681,9,5
946609,30500.493338,0,0,0,22100,22100,22100,0,0,0,0,0,0,0,0,0,0,0,0,8400.4933384,8400,0,8400,0.4933384004,0.4933384004,0,0,0,6,3
946611,26929.661082,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2000,24929.661082,24000,0,24000,929.66108166,929.66108166,0,0,0,5,3
946621,109064.08001,42000,42000,0,14850,18850,18850,0,-4000,0,0,0,0,-4000,0,4000,0,0,0,52214.080007,52100,35200,16900,114.08000749,0,0,114.08000749,0,10,5
946622,51046.483054,0,0,0,39000,39000,39000,0,0,0,0,0,0,0,0,0,0,0,0,12046.483054,12000,0,12000,46.483054083,46.483054083,0,0,0,9,5
946625,659354.94351,40000,40000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,600000,19354.943514,19200,0,19200,154.94351361,154.94351361,0,0,0,10,5
946629,13800.440774,7800,7800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6000.440774,6000,0,6000,0.4407739515,0.4407739515,0,0,0,2,1
946633,12470,0,0,0,12470,3770,3770,0,8700,0,0,0,0,0,0,0,300,8400,0,0,0,0,0,0,0,0,0,0,2,1
946649,156975.93222,0,0,0,4390,3900,3900,0,490,490,0,490,0,0,0,0,0,0,100000,52585.932216,52400,12000,40400,185.93221633,185.93221633,0,0,0,10,5
946657,6500,0,0,0,6500,0,0,0,6500,6500,0,6500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
946662,62154.943514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50000,12154.943514,12000,0,12000,154.94351361,154.94351361,0,0,0,9,5
946665,48430.988703,40000,40000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8430.9887027,8400,0,8400,30.988702722,30.988702722,0,0,0,8,4
946672,50830.4477,0,0,0,27300,27300,27300,0,0,0,0,0,0,0,0,0,0,0,23500,30.447699842,0,0,0,30.447699842,30.447699842,0,0,0,8,4
946683,14406.197741,10000,10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,800,3606.1977405,3600,0,3600,6.1977405444,6.1977405444,0,0,0,2,1
946684,18827.462816,0,0,0,1600,0,0,0,1600,0,0,0,0,0,0,0,1600,0,10000,7227.4628157,7200,0,7200,27.462815687,27.462815687,0,0,0,3,2
946695,84813.232879,23400,23400,0,33800,33800,33800,0,0,0,0,0,0,0,0,0,0,0,0,27613.232879,27400,13800,13600,213.232879,21.692091905,191.54078709,0,0,10,5
946699,42630.988703,20000,20000,0,13000,13000,13000,0,0,0,0,0,0,0,0,0,0,0,0,9630.9887027,9600,0,9600,30.988702722,30.988702722,0,0,0,8,4
946707,121213.39457,0,0,0,96200,96200,96200,0,0,0,0,0,0,0,0,0,0,0,0,25013.394575,29327.881075,0,29327.881075,-4314.4865,61.456545682,0,289.3342533,4665.277299,10,5
946723,108056.18694,24000,24000,0,74000,72000,72000,0,2000,2000,0,2000,0,0,0,0,0,0,0,10056.186944,9600,0,9600,456.18694375,381.22993601,0,74.957007743,0,10,5
946747,106033.84184,70000,70000,0,26000,26000,26000,0,0,0,0,0,0,0,0,0,0,0,0,10033.841838,9600,0,9600,433.84183811,433.84183811,0,0,0,10,5
946750,83654.943514,0,0,0,71500,71500,71500,0,0,0,0,0,0,0,0,0,0,0,0,12154.943514,12000,0,12000,154.94351361,154.94351361,0,0,0,10,5
946783,19836.274067,15600,15600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4236.2740666,4200,0,4200,36.274066575,36.274066575,0,0,0,3,2
946806,127594.01433,41000,41000,0,48100,48100,48100,0,0,0,0,0,0,0,0,0,0,0,6600,31894.014328,31800,0,31800,94.01432761,94.01432761,0,0,0,10,5
946830,168464.83054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150000,18464.830541,18000,0,18000,464.83054083,464.83054083,0,0,0,10,5
946847,5403.0988703,0,0,0,5400,0,0,0,5400,0,0,0,0,0,0,0,0,5400,0,3.0988702722,0,0,0,3.0988702722,3.0988702722,0,0,0,1,1
946849,65292.395481,49080,49000,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6000,10212.395481,10200,0,10200,12.395481089,12.395481089,0,0,0,9,5
946857,37801.239548,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30000,7801.2395481,7800,0,7800,1.2395481089,1.2395481089,0,0,0,7,4
